Mod:Item:MetaData, Localized Name
tconstruct:binding:0, Uru Binding
tconstruct:binding:0, Eezo Binding
tconstruct:binding:0, Basalt Binding
tconstruct:binding:0, Triberium Binding
tconstruct:binding:0, Fractum Binding
tconstruct:binding:0, Violium Binding
tconstruct:binding:0, Proxii Binding
tconstruct:binding:0, Tritonite Binding
tconstruct:binding:0, Ignitz Binding
tconstruct:binding:0, Imperomite Binding
tconstruct:binding:0, Solarium Binding
tconstruct:binding:0, Nihilite Binding
tconstruct:binding:0, Adamant Binding
tconstruct:binding:0, Dyonite Binding
tconstruct:binding:0, Nucleum Binding
tconstruct:binding:0, Lumix Binding
tconstruct:binding:0, Seismum Binding
tconstruct:binding:0, Astrium Binding
tconstruct:binding:0, Niob Binding
tconstruct:binding:0, Yrdeen Binding
tconstruct:binding:0, Meteorite Binding
tconstruct:binding:0, Obsidiorite Binding
tconstruct:binding:0, Qivium Binding
tconstruct:binding:0, Lavium Binding
tconstruct:binding:0, Enderium Binding
tconstruct:binding:0, Signalum Binding
tconstruct:binding:0, Lumium Binding
tconstruct:binding:0, Platinum Binding
tconstruct:binding:0, Iridium Binding
tconstruct:binding:0, Invar Binding
tconstruct:binding:0, Aluminum Binding
tconstruct:binding:0, Certus Quartz Binding
tconstruct:binding:0, Fluix Crystal Binding
tconstruct:binding:0, Mirion Binding
tconstruct:binding:0, Livingwood Binding
tconstruct:binding:0, Elementium Binding
tconstruct:binding:0, Bloodwood Binding
tconstruct:binding:0, Fusewood Binding
tconstruct:binding:0, Ghostwood Binding
tconstruct:binding:0, Darkwood Binding
tconstruct:binding:0, Emerald Binding
tconstruct:tough_binding:0, Electrical Tough Binding
tconstruct:tough_binding:0, Energetic Tough Binding
tconstruct:tough_binding:0, Vibrant Tough Binding
tconstruct:tough_binding:0, Red Tough Binding
tconstruct:tough_binding:0, Conductive Tough Binding
tconstruct:tough_binding:0, Pulsating Tough Binding
tconstruct:tough_binding:0, Dark Tough Binding
tconstruct:tough_binding:0, Souled Tough Binding
tconstruct:tough_binding:0, Tough Binding of the End
tconstruct:tough_binding:0, Fake-Iron Tough Binding
tconstruct:tough_binding:0, Ghostwood Tough Binding
tconstruct:tough_binding:0, Bloodwood Tough Binding
tconstruct:tough_binding:0, Darkwood Tough Binding
tconstruct:tough_binding:0, Fusewood Tough Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:tough_binding:0, Shadowium Tough Binding
tconstruct:tough_binding:0, Orichalcos Tough Binding
tconstruct:tough_binding:0, Prosperity Shard Tough Binding
tconstruct:tough_binding:0, Soulium Tough Binding
tconstruct:tough_binding:0, Base Essence Tough Binding
tconstruct:tough_binding:0, Inferium Tough Binding
tconstruct:tough_binding:0, Prudentium Tough Binding
tconstruct:tough_binding:0, Intermedium Tough Binding
tconstruct:tough_binding:0, Superium Tough Binding
tconstruct:tough_binding:0, Supremium Tough Binding
tconstruct:tough_binding:0, Plastic Tough Binding
tconstruct:tough_binding:0, Pink Slime Tough Binding
tconstruct:tough_binding:0, Reinforced Pink Slime Tough Binding
tconstruct:tough_binding:0, Gold Tough Binding
tconstruct:tough_binding:0, Quartz Tough Binding
tconstruct:tough_binding:0, Diamond Tough Binding
tconstruct:tough_binding:0, Emerald Tough Binding
tconstruct:tough_binding:0, Tin Tough Binding
tconstruct:tough_binding:0, Zinc Tough Binding
tconstruct:tough_binding:0, Brass Tough Binding
tconstruct:tough_binding:0, Nickel Tough Binding
tconstruct:tough_binding:0, Aluminum Tough Binding
tconstruct:tough_binding:0, Aluminum Brass Tough Binding
tconstruct:tough_binding:0, Fairy Tough Binding
tconstruct:tough_binding:0, Pokefennium Tough Binding
tconstruct:tough_binding:0, Red Aurum Tough Binding
tconstruct:tough_binding:0, Drulloy Tough Binding
tconstruct:tough_binding:0, Alumite Tough Binding
tconstruct:tough_binding:0, Enderium Tough Binding
tconstruct:tough_binding:0, Platinum Tough Binding
tconstruct:tough_binding:0, Iridium Tough Binding
tconstruct:tough_binding:0, Mithril Tough Binding
tconstruct:tough_binding:0, Signalum Tough Binding
tconstruct:tough_binding:0, Lumium Tough Binding
tconstruct:tough_binding:0, Invar Tough Binding
tconstruct:tough_binding:0, Refined Obsidian Tough Binding
tconstruct:tough_binding:0, Refined Glowstone Tough Binding
tconstruct:tough_binding:0, Osmium Tough Binding
tconstruct:tough_binding:0, Manasteel Tough Binding
tconstruct:tough_binding:0, Terrasteel Tough Binding
tconstruct:tough_binding:0, Elementium Tough Binding
tconstruct:tough_binding:0, Gaia Spirit Tough Binding
tconstruct:tough_binding:0, Yellorium Tough Binding
tconstruct:tough_binding:0, Cyanite Tough Binding
tconstruct:tough_binding:0, Blutonium Tough Binding
tconstruct:tough_binding:0, Ludicrite Tough Binding
tconstruct:tough_binding:0, Quartz Enriched Iron Tough Binding
tconstruct:tough_binding:0, Draconium Tough Binding
tconstruct:tough_binding:0, Wyvern Draconium Tough Binding
tconstruct:tough_binding:0, Awakened Draconium Tough Binding
tconstruct:tough_binding:0, Chaotic Draconium Tough Binding
tconstruct:tough_binding:0, Psimetal Tough Binding
tconstruct:tough_binding:0, Psigem Tough Binding
tconstruct:tough_binding:0, Ivory Psimetal Tough Binding
tconstruct:tough_binding:0, Ebony Psimetal Tough Binding
tconstruct:tough_binding:0, Dark Matter Tough Binding
tconstruct:tough_binding:0, Red Matter Tough Binding
tconstruct:tough_binding:0, Fluxed Electrum Tough Binding
tconstruct:tough_binding:0, Refined Iron Tough Binding
tconstruct:tough_binding:0, Tungsten Tough Binding
tconstruct:tough_binding:0, Titanium Tough Binding
tconstruct:tough_binding:0, Chrome Tough Binding
tconstruct:tough_binding:0, Advanced Alloy Tough Binding
tconstruct:tough_binding:0, Ruby Tough Binding
tconstruct:tough_binding:0, Sapphire Tough Binding
tconstruct:tough_binding:0, Peridot Tough Binding
tconstruct:tough_binding:0, Yellow Garnet Tough Binding
tconstruct:tough_binding:0, Red Garnet Tough Binding
tconstruct:tough_binding:0, Rubber Tough Binding
tconstruct:tough_binding:0, Certus Quartz Tough Binding
tconstruct:tough_binding:0, Fluix Crystal Tough Binding
tconstruct:tough_binding:0, Malachite Tough Binding
tconstruct:tough_binding:0, Amber Tough Binding
tconstruct:tough_binding:0, Topaz Tough Binding
tconstruct:tough_binding:0, Tanzanite Tough Binding
tconstruct:tough_binding:0, Amethyst Tough Binding
tconstruct:tough_binding:0, Lumium Tough Binding
tconstruct:tough_binding:0, Signalum Tough Binding
tconstruct:tough_binding:0, Platinum Tough Binding
tconstruct:tough_binding:0, Enderium Tough Binding
tconstruct:tough_binding:0, Certus Quartz Tough Binding
tconstruct:tough_binding:0, Fluix Crystal Tough Binding
tconstruct:tough_binding:0, Aluminium Tough Binding
tconstruct:tough_binding:0, Manganese Tough Binding
tconstruct:tough_binding:0, Molybdenum Tough Binding
tconstruct:tough_binding:0, Neodymium Tough Binding
tconstruct:tough_binding:0, Darmstadtium Tough Binding
tconstruct:tough_binding:0, Palladium Tough Binding
tconstruct:tough_binding:0, Thorium Tough Binding
tconstruct:tough_binding:0, Uranium Tough Binding
tconstruct:tough_binding:0, Uranium-235 Tough Binding
tconstruct:tough_binding:0, Magnalium Tough Binding
tconstruct:tough_binding:0, Stainless Steel Tough Binding
tconstruct:tough_binding:0, Ultimet Tough Binding
tconstruct:tough_binding:0, Wrought Iron Tough Binding
tconstruct:tough_binding:0, Osmiridium Tough Binding
tconstruct:tough_binding:0, Sterling Siver Tough Binding
tconstruct:tough_binding:0, Rose Gold Tough Binding
tconstruct:tough_binding:0, Black Bronze Tough Binding
tconstruct:tough_binding:0, Bismuth Bronze Tough Binding
tconstruct:tough_binding:0, Black Steel Tough Binding
tconstruct:tough_binding:0, Red Steel Tough Binding
tconstruct:tough_binding:0, Blue Steel Tough Binding
tconstruct:tough_binding:0, Damascus Steel Tough Binding
tconstruct:tough_binding:0, Tungstensteel Tough Binding
tconstruct:tough_binding:0, Cobalt Brass Tough Binding
tconstruct:tough_binding:0, Tungsten Carbide Tough Binding
tconstruct:tough_binding:0, Vanadiumsteel Tough Binding
tconstruct:tough_binding:0, HSS-G Tough Binding
tconstruct:tough_binding:0, HSS-E Tough Binding
tconstruct:tough_binding:0, HSS-S Tough Binding
tconstruct:tough_binding:0, Naquadah Tough Binding
tconstruct:tough_binding:0, Naquadah Alloy Tough Binding
tconstruct:tough_binding:0, Enriched Naquadah Tough Binding
tconstruct:tough_binding:0, Tritanium Tough Binding
tconstruct:tough_binding:0, Duranium Tough Binding
tconstruct:tough_binding:0, Neutronium Tough Binding
tconstruct:tough_binding:0, Blue Topaz Tough Binding
tconstruct:tough_binding:0, Green Sapphire Tough Binding
tconstruct:tough_binding:0, Olivine Tough Binding
tconstruct:tough_binding:0, Opal Tough Binding
tconstruct:tough_binding:0, Red Garnet Tough Binding
tconstruct:tough_binding:0, Yellow Garnet Tough Binding
tconstruct:tough_binding:0, Vinteum Tough Binding
tconstruct:tough_binding:0, Tiberium Tough Binding
tconstruct:tough_binding:0, Aurorium Tough Binding
tconstruct:tough_binding:0, Prometheum Tough Binding
tconstruct:tough_binding:0, Duranite Tough Binding
tconstruct:tough_binding:0, Valyrium Tough Binding
tconstruct:tough_binding:0, Vibranium Tough Binding
tconstruct:tough_binding:0, Terrax Tough Binding
tconstruct:tough_binding:0, Uru Tough Binding
tconstruct:tough_binding:0, Eezo Tough Binding
tconstruct:tough_binding:0, Basalt Tough Binding
tconstruct:tough_binding:0, Triberium Tough Binding
tconstruct:tough_binding:0, Fractum Tough Binding
tconstruct:tough_binding:0, Violium Tough Binding
tconstruct:tough_binding:0, Proxii Tough Binding
tconstruct:tough_binding:0, Tritonite Tough Binding
tconstruct:tough_binding:0, Ignitz Tough Binding
tconstruct:tough_binding:0, Imperomite Tough Binding
tconstruct:tough_binding:0, Solarium Tough Binding
tconstruct:tough_binding:0, Nihilite Tough Binding
tconstruct:tough_binding:0, Adamant Tough Binding
tconstruct:tough_binding:0, Dyonite Tough Binding
tconstruct:tough_binding:0, Nucleum Tough Binding
tconstruct:tough_binding:0, Lumix Tough Binding
tconstruct:tough_binding:0, Seismum Tough Binding
tconstruct:tough_binding:0, Astrium Tough Binding
tconstruct:tough_binding:0, Niob Tough Binding
tconstruct:tough_binding:0, Yrdeen Tough Binding
tconstruct:tough_binding:0, Meteorite Tough Binding
tconstruct:tough_binding:0, Obsidiorite Tough Binding
tconstruct:tough_binding:0, Qivium Tough Binding
tconstruct:tough_binding:0, Lavium Tough Binding
tconstruct:tough_binding:0, Enderium Tough Binding
tconstruct:tough_binding:0, Signalum Tough Binding
tconstruct:tough_binding:0, Lumium Tough Binding
tconstruct:tough_binding:0, Platinum Tough Binding
tconstruct:tough_binding:0, Iridium Tough Binding
tconstruct:tough_binding:0, Invar Tough Binding
tconstruct:tough_binding:0, Aluminum Tough Binding
tconstruct:tough_binding:0, Certus Quartz Tough Binding
tconstruct:tough_binding:0, Fluix Crystal Tough Binding
tconstruct:tough_binding:0, Mirion Tough Binding
tconstruct:tough_binding:0, Livingwood Tough Binding
tconstruct:tough_binding:0, Elementium Tough Binding
tconstruct:tough_binding:0, Bloodwood Tough Binding
tconstruct:tough_binding:0, Fusewood Tough Binding
tconstruct:tough_binding:0, Ghostwood Tough Binding
tconstruct:tough_binding:0, Darkwood Tough Binding
tconstruct:tough_binding:0, Emerald Tough Binding
tconstruct:wide_guard:0, Electrical Wide Guard
tconstruct:wide_guard:0, Energetic Wide Guard
tconstruct:wide_guard:0, Vibrant Wide Guard
tconstruct:wide_guard:0, Red Wide Guard
tconstruct:wide_guard:0, Conductive Wide Guard
tconstruct:wide_guard:0, Pulsating Wide Guard
tconstruct:wide_guard:0, Dark Wide Guard
tconstruct:wide_guard:0, Souled Wide Guard
tconstruct:wide_guard:0, Wide Guard of the End
tconstruct:wide_guard:0, Fake-Iron Wide Guard
tconstruct:wide_guard:0, Ghostwood Wide Guard
tconstruct:wide_guard:0, Bloodwood Wide Guard
tconstruct:wide_guard:0, Darkwood Wide Guard
tconstruct:wide_guard:0, Fusewood Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Shadowium Wide Guard
tconstruct:wide_guard:0, Orichalcos Wide Guard
tconstruct:wide_guard:0, Prosperity Shard Wide Guard
tconstruct:wide_guard:0, Soulium Wide Guard
tconstruct:wide_guard:0, Base Essence Wide Guard
tconstruct:wide_guard:0, Inferium Wide Guard
tconstruct:wide_guard:0, Prudentium Wide Guard
tconstruct:wide_guard:0, Intermedium Wide Guard
tconstruct:wide_guard:0, Superium Wide Guard
tconstruct:wide_guard:0, Supremium Wide Guard
tconstruct:wide_guard:0, Plastic Wide Guard
tconstruct:wide_guard:0, Pink Slime Wide Guard
tconstruct:wide_guard:0, Reinforced Pink Slime Wide Guard
tconstruct:wide_guard:0, Gold Wide Guard
tconstruct:wide_guard:0, Quartz Wide Guard
tconstruct:wide_guard:0, Diamond Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:wide_guard:0, Tin Wide Guard
tconstruct:wide_guard:0, Zinc Wide Guard
tconstruct:wide_guard:0, Brass Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Aluminum Wide Guard
tconstruct:wide_guard:0, Aluminum Brass Wide Guard
tconstruct:wide_guard:0, Fairy Wide Guard
tconstruct:wide_guard:0, Pokefennium Wide Guard
tconstruct:wide_guard:0, Red Aurum Wide Guard
tconstruct:wide_guard:0, Drulloy Wide Guard
tconstruct:wide_guard:0, Alumite Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, Mithril Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Refined Obsidian Wide Guard
tconstruct:wide_guard:0, Refined Glowstone Wide Guard
tconstruct:wide_guard:0, Osmium Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Terrasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Gaia Spirit Wide Guard
tconstruct:wide_guard:0, Yellorium Wide Guard
tconstruct:wide_guard:0, Cyanite Wide Guard
tconstruct:wide_guard:0, Blutonium Wide Guard
tconstruct:wide_guard:0, Ludicrite Wide Guard
tconstruct:wide_guard:0, Quartz Enriched Iron Wide Guard
tconstruct:wide_guard:0, Draconium Wide Guard
tconstruct:wide_guard:0, Wyvern Draconium Wide Guard
tconstruct:wide_guard:0, Awakened Draconium Wide Guard
tconstruct:wide_guard:0, Chaotic Draconium Wide Guard
tconstruct:wide_guard:0, Psimetal Wide Guard
tconstruct:wide_guard:0, Psigem Wide Guard
tconstruct:wide_guard:0, Ivory Psimetal Wide Guard
tconstruct:wide_guard:0, Ebony Psimetal Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Fluxed Electrum Wide Guard
tconstruct:wide_guard:0, Refined Iron Wide Guard
tconstruct:wide_guard:0, Tungsten Wide Guard
tconstruct:wide_guard:0, Titanium Wide Guard
tconstruct:wide_guard:0, Chrome Wide Guard
tconstruct:wide_guard:0, Advanced Alloy Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Yellow Garnet Wide Guard
tconstruct:wide_guard:0, Red Garnet Wide Guard
tconstruct:wide_guard:0, Rubber Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Crystal Wide Guard
tconstruct:wide_guard:0, Malachite Wide Guard
tconstruct:wide_guard:0, Amber Wide Guard
tconstruct:wide_guard:0, Topaz Wide Guard
tconstruct:wide_guard:0, Tanzanite Wide Guard
tconstruct:wide_guard:0, Amethyst Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Crystal Wide Guard
tconstruct:wide_guard:0, Aluminium Wide Guard
tconstruct:wide_guard:0, Manganese Wide Guard
tconstruct:wide_guard:0, Molybdenum Wide Guard
tconstruct:wide_guard:0, Neodymium Wide Guard
tconstruct:wide_guard:0, Darmstadtium Wide Guard
tconstruct:wide_guard:0, Palladium Wide Guard
tconstruct:wide_guard:0, Thorium Wide Guard
tconstruct:wide_guard:0, Uranium Wide Guard
tconstruct:wide_guard:0, Uranium-235 Wide Guard
tconstruct:wide_guard:0, Magnalium Wide Guard
tconstruct:wide_guard:0, Stainless Steel Wide Guard
tconstruct:wide_guard:0, Ultimet Wide Guard
tconstruct:wide_guard:0, Wrought Iron Wide Guard
tconstruct:wide_guard:0, Osmiridium Wide Guard
tconstruct:wide_guard:0, Sterling Siver Wide Guard
tconstruct:wide_guard:0, Rose Gold Wide Guard
tconstruct:wide_guard:0, Black Bronze Wide Guard
tconstruct:wide_guard:0, Bismuth Bronze Wide Guard
tconstruct:wide_guard:0, Black Steel Wide Guard
tconstruct:wide_guard:0, Red Steel Wide Guard
tconstruct:wide_guard:0, Blue Steel Wide Guard
tconstruct:wide_guard:0, Damascus Steel Wide Guard
tconstruct:wide_guard:0, Tungstensteel Wide Guard
tconstruct:wide_guard:0, Cobalt Brass Wide Guard
tconstruct:wide_guard:0, Tungsten Carbide Wide Guard
tconstruct:wide_guard:0, Vanadiumsteel Wide Guard
tconstruct:wide_guard:0, HSS-G Wide Guard
tconstruct:wide_guard:0, HSS-E Wide Guard
tconstruct:wide_guard:0, HSS-S Wide Guard
tconstruct:wide_guard:0, Naquadah Wide Guard
tconstruct:wide_guard:0, Naquadah Alloy Wide Guard
tconstruct:wide_guard:0, Enriched Naquadah Wide Guard
tconstruct:wide_guard:0, Tritanium Wide Guard
tconstruct:wide_guard:0, Duranium Wide Guard
tconstruct:wide_guard:0, Neutronium Wide Guard
tconstruct:wide_guard:0, Blue Topaz Wide Guard
tconstruct:wide_guard:0, Green Sapphire Wide Guard
tconstruct:wide_guard:0, Olivine Wide Guard
tconstruct:wide_guard:0, Opal Wide Guard
tconstruct:wide_guard:0, Red Garnet Wide Guard
tconstruct:wide_guard:0, Yellow Garnet Wide Guard
tconstruct:wide_guard:0, Vinteum Wide Guard
tconstruct:wide_guard:0, Tiberium Wide Guard
tconstruct:wide_guard:0, Aurorium Wide Guard
tconstruct:wide_guard:0, Prometheum Wide Guard
tconstruct:wide_guard:0, Duranite Wide Guard
tconstruct:wide_guard:0, Valyrium Wide Guard
tconstruct:wide_guard:0, Vibranium Wide Guard
tconstruct:wide_guard:0, Terrax Wide Guard
tconstruct:wide_guard:0, Uru Wide Guard
tconstruct:wide_guard:0, Eezo Wide Guard
tconstruct:wide_guard:0, Basalt Wide Guard
tconstruct:wide_guard:0, Triberium Wide Guard
tconstruct:wide_guard:0, Fractum Wide Guard
tconstruct:wide_guard:0, Violium Wide Guard
tconstruct:wide_guard:0, Proxii Wide Guard
tconstruct:wide_guard:0, Tritonite Wide Guard
tconstruct:wide_guard:0, Ignitz Wide Guard
tconstruct:wide_guard:0, Imperomite Wide Guard
tconstruct:wide_guard:0, Solarium Wide Guard
tconstruct:wide_guard:0, Nihilite Wide Guard
tconstruct:wide_guard:0, Adamant Wide Guard
tconstruct:wide_guard:0, Dyonite Wide Guard
tconstruct:wide_guard:0, Nucleum Wide Guard
tconstruct:wide_guard:0, Lumix Wide Guard
tconstruct:wide_guard:0, Seismum Wide Guard
tconstruct:wide_guard:0, Astrium Wide Guard
tconstruct:wide_guard:0, Niob Wide Guard
tconstruct:wide_guard:0, Yrdeen Wide Guard
tconstruct:wide_guard:0, Meteorite Wide Guard
tconstruct:wide_guard:0, Obsidiorite Wide Guard
tconstruct:wide_guard:0, Qivium Wide Guard
tconstruct:wide_guard:0, Lavium Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Aluminum Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Crystal Wide Guard
tconstruct:wide_guard:0, Mirion Wide Guard
tconstruct:wide_guard:0, Livingwood Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Bloodwood Wide Guard
tconstruct:wide_guard:0, Fusewood Wide Guard
tconstruct:wide_guard:0, Ghostwood Wide Guard
tconstruct:wide_guard:0, Darkwood Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Ghostwood Hand Guard
tconstruct:hand_guard:0, Bloodwood Hand Guard
tconstruct:hand_guard:0, Darkwood Hand Guard
tconstruct:hand_guard:0, Fusewood Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Shadowium Hand Guard
tconstruct:hand_guard:0, Orichalcos Hand Guard
tconstruct:hand_guard:0, Prosperity Shard Hand Guard
tconstruct:hand_guard:0, Soulium Hand Guard
tconstruct:hand_guard:0, Base Essence Hand Guard
tconstruct:hand_guard:0, Inferium Hand Guard
tconstruct:hand_guard:0, Prudentium Hand Guard
tconstruct:hand_guard:0, Intermedium Hand Guard
tconstruct:hand_guard:0, Superium Hand Guard
tconstruct:hand_guard:0, Supremium Hand Guard
tconstruct:hand_guard:0, Plastic Hand Guard
tconstruct:hand_guard:0, Pink Slime Hand Guard
tconstruct:hand_guard:0, Reinforced Pink Slime Hand Guard
tconstruct:hand_guard:0, Gold Hand Guard
tconstruct:hand_guard:0, Quartz Hand Guard
tconstruct:hand_guard:0, Diamond Hand Guard
tconstruct:hand_guard:0, Emerald Hand Guard
tconstruct:hand_guard:0, Tin Hand Guard
tconstruct:hand_guard:0, Zinc Hand Guard
tconstruct:hand_guard:0, Brass Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Aluminum Hand Guard
tconstruct:hand_guard:0, Aluminum Brass Hand Guard
tconstruct:hand_guard:0, Fairy Hand Guard
tconstruct:hand_guard:0, Pokefennium Hand Guard
tconstruct:hand_guard:0, Red Aurum Hand Guard
tconstruct:hand_guard:0, Drulloy Hand Guard
tconstruct:hand_guard:0, Alumite Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, Mithril Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
